accuracy_student,accuracy_student_train,loss,accuracy_teacher,accuracy_teacher_train,consistency_loss,Total_loss
0.27709999680519104,0.3240000009536743,,0.10000000149011612,0.10300000011920929,0.009966004,0.012090701
0.3393000066280365,0.4399999976158142,,0.1006999984383583,0.10400000214576721,0.009966004,0.012090701
0.373199999332428,0.597000002861023,,0.10869999974966049,0.11599999666213989,0.009966004,0.012090701
0.37779998779296875,0.753000020980835,,0.15530000627040863,0.18299999833106995,0.009966004,0.012090701
0.38040000200271606,0.8479999899864197,,0.19200000166893005,0.24699999392032623,0.009966004,0.012090701
0.3723999857902527,0.8949999809265137,,0.2678999900817871,0.3700000047683716,0.009966004,0.012090701
0.4165000021457672,1.0,,0.33180001378059387,0.5400000214576721,0.009966004,0.012090701
0.41119998693466187,0.9990000128746033,,0.37059998512268066,0.7379999756813049,0.009966004,0.012090701
0.4226999878883362,1.0,,0.3955000042915344,0.8830000162124634,0.009966004,0.012090701
0.38850000500679016,0.9330000281333923,,0.40959998965263367,0.9610000252723694,0.009966004,0.012090701
0.4115000069141388,0.9850000143051147,,0.42239999771118164,0.9959999918937683,0.009966004,0.012090701
0.41819998621940613,0.996999979019165,,0.43309998512268066,0.9990000128746033,0.009966004,0.012090701
0.4250999987125397,0.9990000128746033,,0.4375,1.0,0.009966004,0.012090701
0.4169999957084656,0.9819999933242798,,0.4442000091075897,1.0,0.009966004,0.012090701
0.40610000491142273,0.9359999895095825,,0.44429999589920044,1.0,0.009966004,0.012090701
0.4530999958515167,1.0,,0.44449999928474426,1.0,0.009966004,0.012090701
0.4350000023841858,0.9990000128746033,,0.4471000134944916,1.0,0.009966004,0.012090701
0.4453999996185303,1.0,,0.45010000467300415,1.0,0.009966004,0.012090701
0.42800000309944153,0.9909999966621399,,0.45399999618530273,1.0,0.009966004,0.012090701
0.43470001220703125,0.9950000047683716,,0.45739999413490295,1.0,0.009966004,0.012090701
0.44510000944137573,1.0,,0.45890000462532043,1.0,0.009966004,0.012090701
